City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
434,Corrente,BR,-3.7367,-43.3394,70.9,99,7,3.29,clear sky
435,Ocampo,MX,21.65,-101.5,53.96,84,100,12.3,overcast clouds
436,Bozoum,CF,6.3193,16.3799,67.71,93,98,1.5,overcast clouds
437,Vyartsilya,RU,62.1764,30.693,53.62,100,100,14.25,overcast clouds
438,Lazaro Cardenas,MX,17.9583,-102.2,77.14,87,36,4.34,scattered clouds
439,Charyshskoye,RU,51.3978,83.5598,63.36,34,42,1.54,scattered clouds
440,Xinzhou,CN,38.4092,112.7333,64.83,23,93,17.22,overcast clouds
441,Mairwa,IN,26.2333,84.15,82.51,73,97,3.49,overcast clouds
442,Podor,MR,16.6527,-14.9587,80.87,68,96,14.99,overcast clouds
443,Rock Sound,BS,24.9,-76.2,82.78,71,34,16.42,scattered clouds
444,Sabang,ID,5.8933,95.3214,80.11,78,100,2.62,overcast clouds
445,Murchison,NZ,-41.8,172.3333,51.78,61,16,3.33,few clouds
446,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,71,100,16.11,overcast clouds
447,Narrabri,AU,-30.3167,149.7833,69.89,83,75,16.11,broken clouds
448,Port-Gentil,GA,-0.7193,8.7815,75.16,94,20,2.3,few clouds
449,Andros Town,BS,24.7,-77.7667,78.76,72,2,13.62,clear sky
450,Kolyvan,RU,55.3053,82.7391,49.62,47,100,14.18,overcast clouds
451,Libourne,FR,44.9167,-0.25,59.58,81,77,6.67,broken clouds
452,Mitsamiouli,KM,-11.3847,43.2844,79.09,73,20,5.75,few clouds
453,Mushie,CD,-3.0167,16.9,72.88,92,99,2.77,overcast clouds
454,Anchorage,US,61.2181,-149.9003,52.66,93,100,3.44,light rain
455,Avera,US,33.194,-82.5271,65.37,58,1,6.17,clear sky
456,Kumba,CM,4.6363,9.4469,69.85,90,100,1.66,overcast clouds
457,Lakselv,NO,70.0513,24.9718,37.22,87,66,11.5,broken clouds
458,Smolenka,RU,52.1352,113.4974,39.27,33,40,8.95,scattered clouds
459,Ilulissat,GL,69.2167,-51.1,24.82,86,100,1.14,overcast clouds
460,Asau,RO,46.4333,26.4,51.28,86,80,1.16,broken clouds
461,Agirish,RU,61.9247,63.0231,45.36,80,97,8.84,overcast clouds
462,Simbahan,PH,6.3032,120.5836,83.41,74,49,3.31,scattered clouds
463,North Branch,US,45.5113,-92.9802,37.51,86,5,1.99,clear sky
464,Aripuana,BR,-9.1667,-60.6333,70.75,98,83,4.0,broken clouds
